	annotation_category	fident	COV_query	COV_target	TruePositive	FalsePositive	sum_TPFP	precision	TruePositive_x_sum_TPFP
59	Protein families	0.0	0.0	0.4	1353	9	1362	0.9933920704845814	1344.0594713656387
60	Protein families	0.0	0.0	0.5	1353	9	1362	0.9933920704845814	1344.0594713656387
61	Protein families	0.0	0.0	0.6	1353	9	1362	0.9933920704845814	1344.0594713656387
62	Protein families	0.0	0.0	0.7	1353	9	1362	0.9933920704845814	1344.0594713656387
63	Protein families	0.0	0.0	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
64	Protein families	0.0	0.0	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
65	Protein families	0.0	0.1	0.1	1353	9	1362	0.9933920704845814	1344.0594713656387
66	Protein families	0.0	0.1	0.2	1353	9	1362	0.9933920704845814	1344.0594713656387
67	Protein families	0.0	0.1	0.3	1353	9	1362	0.9933920704845814	1344.0594713656387
68	Protein families	0.0	0.1	0.4	1353	9	1362	0.9933920704845814	1344.0594713656387
69	Protein families	0.0	0.1	0.5	1353	9	1362	0.9933920704845814	1344.0594713656387
70	Protein families	0.0	0.1	0.6	1353	9	1362	0.9933920704845814	1344.0594713656387
71	Protein families	0.0	0.1	0.7	1353	9	1362	0.9933920704845814	1344.0594713656387
72	Protein families	0.0	0.1	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
73	Protein families	0.0	0.1	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
74	Protein families	0.0	0.2	0.2	1353	9	1362	0.9933920704845814	1344.0594713656387
75	Protein families	0.0	0.2	0.3	1353	9	1362	0.9933920704845814	1344.0594713656387
76	Protein families	0.0	0.2	0.4	1353	9	1362	0.9933920704845814	1344.0594713656387
77	Protein families	0.0	0.2	0.5	1353	9	1362	0.9933920704845814	1344.0594713656387
78	Protein families	0.0	0.2	0.6	1353	9	1362	0.9933920704845814	1344.0594713656387
79	Protein families	0.0	0.2	0.7	1353	9	1362	0.9933920704845814	1344.0594713656387
80	Protein families	0.0	0.2	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
81	Protein families	0.0	0.2	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
82	Protein families	0.0	0.3	0.3	1353	9	1362	0.9933920704845814	1344.0594713656387
83	Protein families	0.0	0.3	0.4	1353	9	1362	0.9933920704845814	1344.0594713656387
84	Protein families	0.0	0.3	0.5	1353	9	1362	0.9933920704845814	1344.0594713656387
85	Protein families	0.0	0.3	0.6	1353	9	1362	0.9933920704845814	1344.0594713656387
86	Protein families	0.0	0.3	0.7	1353	9	1362	0.9933920704845814	1344.0594713656387
87	Protein families	0.0	0.3	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
88	Protein families	0.0	0.3	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
89	Protein families	0.0	0.4	0.4	1353	9	1362	0.9933920704845814	1344.0594713656387
90	Protein families	0.0	0.4	0.5	1353	9	1362	0.9933920704845814	1344.0594713656387
91	Protein families	0.0	0.4	0.6	1353	9	1362	0.9933920704845814	1344.0594713656387
92	Protein families	0.0	0.4	0.7	1353	9	1362	0.9933920704845814	1344.0594713656387
93	Protein families	0.0	0.4	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
94	Protein families	0.0	0.4	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
95	Protein families	0.0	0.5	0.5	1353	9	1362	0.9933920704845814	1344.0594713656387
96	Protein families	0.0	0.5	0.6	1353	9	1362	0.9933920704845814	1344.0594713656387
97	Protein families	0.0	0.5	0.7	1353	9	1362	0.9933920704845814	1344.0594713656387
98	Protein families	0.0	0.5	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
99	Protein families	0.0	0.5	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
100	Protein families	0.0	0.6	0.6	1353	9	1362	0.9933920704845814	1344.0594713656387
101	Protein families	0.0	0.6	0.7	1353	9	1362	0.9933920704845814	1344.0594713656387
102	Protein families	0.0	0.6	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
103	Protein families	0.0	0.6	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
104	Protein families	0.0	0.7	0.7	1353	9	1362	0.9933920704845814	1344.0594713656387
105	Protein families	0.0	0.7	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
106	Protein families	0.0	0.7	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
107	Protein families	0.0	0.8	0.8	1353	9	1362	0.9933920704845814	1344.0594713656387
108	Protein families	0.0	0.8	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
109	Protein families	0.0	0.9	0.9	1353	9	1362	0.9933920704845814	1344.0594713656387
110	KEGG	0.0	0.0	0.0	5141	529	5670	0.9067019400352734	4661.35467372134
111	KEGG	0.0	0.0	0.1	5141	529	5670	0.9067019400352734	4661.35467372134
112	KEGG	0.0	0.0	0.2	5141	529	5670	0.9067019400352734	4661.35467372134
113	KEGG	0.0	0.0	0.3	5141	529	5670	0.9067019400352734	4661.35467372134
114	KEGG	0.0	0.0	0.4	5141	529	5670	0.9067019400352734	4661.35467372134
115	KEGG	0.0	0.0	0.5	5141	529	5670	0.9067019400352734	4661.35467372134
116	KEGG	0.0	0.0	0.6	5141	529	5670	0.9067019400352734	4661.35467372134
117	KEGG	0.0	0.0	0.7	5141	529	5670	0.9067019400352734	4661.35467372134
118	KEGG	0.0	0.0	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
119	KEGG	0.0	0.0	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
120	KEGG	0.0	0.1	0.1	5141	529	5670	0.9067019400352734	4661.35467372134
121	KEGG	0.0	0.1	0.2	5141	529	5670	0.9067019400352734	4661.35467372134
122	KEGG	0.0	0.1	0.3	5141	529	5670	0.9067019400352734	4661.35467372134
123	KEGG	0.0	0.1	0.4	5141	529	5670	0.9067019400352734	4661.35467372134
124	KEGG	0.0	0.1	0.5	5141	529	5670	0.9067019400352734	4661.35467372134
125	KEGG	0.0	0.1	0.6	5141	529	5670	0.9067019400352734	4661.35467372134
126	KEGG	0.0	0.1	0.7	5141	529	5670	0.9067019400352734	4661.35467372134
127	KEGG	0.0	0.1	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
128	KEGG	0.0	0.1	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
129	KEGG	0.0	0.2	0.2	5141	529	5670	0.9067019400352734	4661.35467372134
130	KEGG	0.0	0.2	0.3	5141	529	5670	0.9067019400352734	4661.35467372134
131	KEGG	0.0	0.2	0.4	5141	529	5670	0.9067019400352734	4661.35467372134
132	KEGG	0.0	0.2	0.5	5141	529	5670	0.9067019400352734	4661.35467372134
133	KEGG	0.0	0.2	0.6	5141	529	5670	0.9067019400352734	4661.35467372134
134	KEGG	0.0	0.2	0.7	5141	529	5670	0.9067019400352734	4661.35467372134
135	KEGG	0.0	0.2	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
136	KEGG	0.0	0.2	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
137	KEGG	0.0	0.3	0.3	5141	529	5670	0.9067019400352734	4661.35467372134
138	KEGG	0.0	0.3	0.4	5141	529	5670	0.9067019400352734	4661.35467372134
139	KEGG	0.0	0.3	0.5	5141	529	5670	0.9067019400352734	4661.35467372134
140	KEGG	0.0	0.3	0.6	5141	529	5670	0.9067019400352734	4661.35467372134
141	KEGG	0.0	0.3	0.7	5141	529	5670	0.9067019400352734	4661.35467372134
142	KEGG	0.0	0.3	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
143	KEGG	0.0	0.3	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
144	KEGG	0.0	0.4	0.4	5141	529	5670	0.9067019400352734	4661.35467372134
145	KEGG	0.0	0.4	0.5	5141	529	5670	0.9067019400352734	4661.35467372134
146	KEGG	0.0	0.4	0.6	5141	529	5670	0.9067019400352734	4661.35467372134
147	KEGG	0.0	0.4	0.7	5141	529	5670	0.9067019400352734	4661.35467372134
148	KEGG	0.0	0.4	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
149	KEGG	0.0	0.4	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
150	KEGG	0.0	0.5	0.5	5141	529	5670	0.9067019400352734	4661.35467372134
151	KEGG	0.0	0.5	0.6	5141	529	5670	0.9067019400352734	4661.35467372134
152	KEGG	0.0	0.5	0.7	5141	529	5670	0.9067019400352734	4661.35467372134
153	KEGG	0.0	0.5	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
154	KEGG	0.0	0.5	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
155	KEGG	0.0	0.6	0.6	5141	529	5670	0.9067019400352734	4661.35467372134
156	KEGG	0.0	0.6	0.7	5141	529	5670	0.9067019400352734	4661.35467372134
157	KEGG	0.0	0.6	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
158	KEGG	0.0	0.6	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
159	KEGG	0.0	0.7	0.7	5141	529	5670	0.9067019400352734	4661.35467372134
160	KEGG	0.0	0.7	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
161	KEGG	0.0	0.7	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
162	KEGG	0.0	0.8	0.8	5141	529	5670	0.9067019400352734	4661.35467372134
163	KEGG	0.0	0.8	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
164	KEGG	0.0	0.9	0.9	5141	529	5670	0.9067019400352734	4661.35467372134
165	OrthoDB	0.0	0.0	0.0	5840	517	6357	0.9186723297152745	5365.046405537203
166	OrthoDB	0.0	0.0	0.1	5840	517	6357	0.9186723297152745	5365.046405537203
167	OrthoDB	0.0	0.0	0.2	5840	517	6357	0.9186723297152745	5365.046405537203
168	OrthoDB	0.0	0.0	0.3	5840	517	6357	0.9186723297152745	5365.046405537203
169	OrthoDB	0.0	0.0	0.4	5840	517	6357	0.9186723297152745	5365.046405537203
170	OrthoDB	0.0	0.0	0.5	5840	517	6357	0.9186723297152745	5365.046405537203
171	OrthoDB	0.0	0.0	0.6	5840	517	6357	0.9186723297152745	5365.046405537203
172	OrthoDB	0.0	0.0	0.7	5840	517	6357	0.9186723297152745	5365.046405537203
173	OrthoDB	0.0	0.0	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
174	OrthoDB	0.0	0.0	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
175	OrthoDB	0.0	0.1	0.1	5840	517	6357	0.9186723297152745	5365.046405537203
176	OrthoDB	0.0	0.1	0.2	5840	517	6357	0.9186723297152745	5365.046405537203
177	OrthoDB	0.0	0.1	0.3	5840	517	6357	0.9186723297152745	5365.046405537203
178	OrthoDB	0.0	0.1	0.4	5840	517	6357	0.9186723297152745	5365.046405537203
179	OrthoDB	0.0	0.1	0.5	5840	517	6357	0.9186723297152745	5365.046405537203
180	OrthoDB	0.0	0.1	0.6	5840	517	6357	0.9186723297152745	5365.046405537203
181	OrthoDB	0.0	0.1	0.7	5840	517	6357	0.9186723297152745	5365.046405537203
182	OrthoDB	0.0	0.1	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
183	OrthoDB	0.0	0.1	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
184	OrthoDB	0.0	0.2	0.2	5840	517	6357	0.9186723297152745	5365.046405537203
185	OrthoDB	0.0	0.2	0.3	5840	517	6357	0.9186723297152745	5365.046405537203
186	OrthoDB	0.0	0.2	0.4	5840	517	6357	0.9186723297152745	5365.046405537203
187	OrthoDB	0.0	0.2	0.5	5840	517	6357	0.9186723297152745	5365.046405537203
188	OrthoDB	0.0	0.2	0.6	5840	517	6357	0.9186723297152745	5365.046405537203
189	OrthoDB	0.0	0.2	0.7	5840	517	6357	0.9186723297152745	5365.046405537203
190	OrthoDB	0.0	0.2	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
191	OrthoDB	0.0	0.2	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
192	OrthoDB	0.0	0.3	0.3	5840	517	6357	0.9186723297152745	5365.046405537203
193	OrthoDB	0.0	0.3	0.4	5840	517	6357	0.9186723297152745	5365.046405537203
194	OrthoDB	0.0	0.3	0.5	5840	517	6357	0.9186723297152745	5365.046405537203
195	OrthoDB	0.0	0.3	0.6	5840	517	6357	0.9186723297152745	5365.046405537203
196	OrthoDB	0.0	0.3	0.7	5840	517	6357	0.9186723297152745	5365.046405537203
197	OrthoDB	0.0	0.3	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
198	OrthoDB	0.0	0.3	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
199	OrthoDB	0.0	0.4	0.4	5840	517	6357	0.9186723297152745	5365.046405537203
200	OrthoDB	0.0	0.4	0.5	5840	517	6357	0.9186723297152745	5365.046405537203
201	OrthoDB	0.0	0.4	0.6	5840	517	6357	0.9186723297152745	5365.046405537203
202	OrthoDB	0.0	0.4	0.7	5840	517	6357	0.9186723297152745	5365.046405537203
203	OrthoDB	0.0	0.4	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
204	OrthoDB	0.0	0.4	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
205	OrthoDB	0.0	0.5	0.5	5840	517	6357	0.9186723297152745	5365.046405537203
206	OrthoDB	0.0	0.5	0.6	5840	517	6357	0.9186723297152745	5365.046405537203
207	OrthoDB	0.0	0.5	0.7	5840	517	6357	0.9186723297152745	5365.046405537203
208	OrthoDB	0.0	0.5	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
209	OrthoDB	0.0	0.5	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
210	OrthoDB	0.0	0.6	0.6	5840	517	6357	0.9186723297152745	5365.046405537203
211	OrthoDB	0.0	0.6	0.7	5840	517	6357	0.9186723297152745	5365.046405537203
212	OrthoDB	0.0	0.6	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
213	OrthoDB	0.0	0.6	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
214	OrthoDB	0.0	0.7	0.7	5840	517	6357	0.9186723297152745	5365.046405537203
215	OrthoDB	0.0	0.7	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
216	OrthoDB	0.0	0.7	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
217	OrthoDB	0.0	0.8	0.8	5840	517	6357	0.9186723297152745	5365.046405537203
218	OrthoDB	0.0	0.8	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
219	OrthoDB	0.0	0.9	0.9	5840	517	6357	0.9186723297152745	5365.046405537203
220	PANTHER	0.0	0.0	0.0	3378	328	3706	0.9114948731786292	3079.0296815974093
221	PANTHER	0.0	0.0	0.1	3378	328	3706	0.9114948731786292	3079.0296815974093
222	PANTHER	0.0	0.0	0.2	3378	328	3706	0.9114948731786292	3079.0296815974093
223	PANTHER	0.0	0.0	0.3	3378	328	3706	0.9114948731786292	3079.0296815974093
224	PANTHER	0.0	0.0	0.4	3378	328	3706	0.9114948731786292	3079.0296815974093
225	PANTHER	0.0	0.0	0.5	3378	328	3706	0.9114948731786292	3079.0296815974093
226	PANTHER	0.0	0.0	0.6	3378	328	3706	0.9114948731786292	3079.0296815974093
227	PANTHER	0.0	0.0	0.7	3378	328	3706	0.9114948731786292	3079.0296815974093
228	PANTHER	0.0	0.0	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
229	PANTHER	0.0	0.0	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
230	PANTHER	0.0	0.1	0.1	3378	328	3706	0.9114948731786292	3079.0296815974093
231	PANTHER	0.0	0.1	0.2	3378	328	3706	0.9114948731786292	3079.0296815974093
232	PANTHER	0.0	0.1	0.3	3378	328	3706	0.9114948731786292	3079.0296815974093
233	PANTHER	0.0	0.1	0.4	3378	328	3706	0.9114948731786292	3079.0296815974093
234	PANTHER	0.0	0.1	0.5	3378	328	3706	0.9114948731786292	3079.0296815974093
235	PANTHER	0.0	0.1	0.6	3378	328	3706	0.9114948731786292	3079.0296815974093
236	PANTHER	0.0	0.1	0.7	3378	328	3706	0.9114948731786292	3079.0296815974093
237	PANTHER	0.0	0.1	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
238	PANTHER	0.0	0.1	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
239	PANTHER	0.0	0.2	0.2	3378	328	3706	0.9114948731786292	3079.0296815974093
240	PANTHER	0.0	0.2	0.3	3378	328	3706	0.9114948731786292	3079.0296815974093
241	PANTHER	0.0	0.2	0.4	3378	328	3706	0.9114948731786292	3079.0296815974093
242	PANTHER	0.0	0.2	0.5	3378	328	3706	0.9114948731786292	3079.0296815974093
243	PANTHER	0.0	0.2	0.6	3378	328	3706	0.9114948731786292	3079.0296815974093
244	PANTHER	0.0	0.2	0.7	3378	328	3706	0.9114948731786292	3079.0296815974093
245	PANTHER	0.0	0.2	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
246	PANTHER	0.0	0.2	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
247	PANTHER	0.0	0.3	0.3	3378	328	3706	0.9114948731786292	3079.0296815974093
248	PANTHER	0.0	0.3	0.4	3378	328	3706	0.9114948731786292	3079.0296815974093
249	PANTHER	0.0	0.3	0.5	3378	328	3706	0.9114948731786292	3079.0296815974093
250	PANTHER	0.0	0.3	0.6	3378	328	3706	0.9114948731786292	3079.0296815974093
251	PANTHER	0.0	0.3	0.7	3378	328	3706	0.9114948731786292	3079.0296815974093
252	PANTHER	0.0	0.3	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
253	PANTHER	0.0	0.3	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
254	PANTHER	0.0	0.4	0.4	3378	328	3706	0.9114948731786292	3079.0296815974093
255	PANTHER	0.0	0.4	0.5	3378	328	3706	0.9114948731786292	3079.0296815974093
256	PANTHER	0.0	0.4	0.6	3378	328	3706	0.9114948731786292	3079.0296815974093
257	PANTHER	0.0	0.4	0.7	3378	328	3706	0.9114948731786292	3079.0296815974093
258	PANTHER	0.0	0.4	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
259	PANTHER	0.0	0.4	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
260	PANTHER	0.0	0.5	0.5	3378	328	3706	0.9114948731786292	3079.0296815974093
261	PANTHER	0.0	0.5	0.6	3378	328	3706	0.9114948731786292	3079.0296815974093
262	PANTHER	0.0	0.5	0.7	3378	328	3706	0.9114948731786292	3079.0296815974093
263	PANTHER	0.0	0.5	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
264	PANTHER	0.0	0.5	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
265	PANTHER	0.0	0.6	0.6	3378	328	3706	0.9114948731786292	3079.0296815974093
266	PANTHER	0.0	0.6	0.7	3378	328	3706	0.9114948731786292	3079.0296815974093
267	PANTHER	0.0	0.6	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
268	PANTHER	0.0	0.6	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
269	PANTHER	0.0	0.7	0.7	3378	328	3706	0.9114948731786292	3079.0296815974093
270	PANTHER	0.0	0.7	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
271	PANTHER	0.0	0.7	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
272	PANTHER	0.0	0.8	0.8	3378	328	3706	0.9114948731786292	3079.0296815974093
273	PANTHER	0.0	0.8	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
274	PANTHER	0.0	0.9	0.9	3378	328	3706	0.9114948731786292	3079.0296815974093
275	InterPro	0.0	0.0	0.0	4365	600	4965	0.879154078549849	3837.507552870091
276	InterPro	0.0	0.0	0.1	4365	600	4965	0.879154078549849	3837.507552870091
277	InterPro	0.0	0.0	0.2	4365	600	4965	0.879154078549849	3837.507552870091
278	InterPro	0.0	0.0	0.3	4365	600	4965	0.879154078549849	3837.507552870091
279	InterPro	0.0	0.0	0.4	4365	600	4965	0.879154078549849	3837.507552870091
280	InterPro	0.0	0.0	0.5	4365	600	4965	0.879154078549849	3837.507552870091
281	InterPro	0.0	0.0	0.6	4365	600	4965	0.879154078549849	3837.507552870091
282	InterPro	0.0	0.0	0.7	4365	600	4965	0.879154078549849	3837.507552870091
283	InterPro	0.0	0.0	0.8	4365	600	4965	0.879154078549849	3837.507552870091
284	InterPro	0.0	0.0	0.9	4365	600	4965	0.879154078549849	3837.507552870091
285	InterPro	0.0	0.1	0.1	4365	600	4965	0.879154078549849	3837.507552870091
286	InterPro	0.0	0.1	0.2	4365	600	4965	0.879154078549849	3837.507552870091
287	InterPro	0.0	0.1	0.3	4365	600	4965	0.879154078549849	3837.507552870091
288	InterPro	0.0	0.1	0.4	4365	600	4965	0.879154078549849	3837.507552870091
289	InterPro	0.0	0.1	0.5	4365	600	4965	0.879154078549849	3837.507552870091
290	InterPro	0.0	0.1	0.6	4365	600	4965	0.879154078549849	3837.507552870091
291	InterPro	0.0	0.1	0.7	4365	600	4965	0.879154078549849	3837.507552870091
292	InterPro	0.0	0.1	0.8	4365	600	4965	0.879154078549849	3837.507552870091
293	InterPro	0.0	0.1	0.9	4365	600	4965	0.879154078549849	3837.507552870091
294	InterPro	0.0	0.2	0.2	4365	600	4965	0.879154078549849	3837.507552870091
295	InterPro	0.0	0.2	0.3	4365	600	4965	0.879154078549849	3837.507552870091
296	InterPro	0.0	0.2	0.4	4365	600	4965	0.879154078549849	3837.507552870091
297	InterPro	0.0	0.2	0.5	4365	600	4965	0.879154078549849	3837.507552870091
298	InterPro	0.0	0.2	0.6	4365	600	4965	0.879154078549849	3837.507552870091
299	InterPro	0.0	0.2	0.7	4365	600	4965	0.879154078549849	3837.507552870091
300	InterPro	0.0	0.2	0.8	4365	600	4965	0.879154078549849	3837.507552870091
301	InterPro	0.0	0.2	0.9	4365	600	4965	0.879154078549849	3837.507552870091
302	InterPro	0.0	0.3	0.3	4365	600	4965	0.879154078549849	3837.507552870091
303	InterPro	0.0	0.3	0.4	4365	600	4965	0.879154078549849	3837.507552870091
304	InterPro	0.0	0.3	0.5	4365	600	4965	0.879154078549849	3837.507552870091
305	InterPro	0.0	0.3	0.6	4365	600	4965	0.879154078549849	3837.507552870091
306	InterPro	0.0	0.3	0.7	4365	600	4965	0.879154078549849	3837.507552870091
307	InterPro	0.0	0.3	0.8	4365	600	4965	0.879154078549849	3837.507552870091
308	InterPro	0.0	0.3	0.9	4365	600	4965	0.879154078549849	3837.507552870091
309	InterPro	0.0	0.4	0.4	4365	600	4965	0.879154078549849	3837.507552870091
310	InterPro	0.0	0.4	0.5	4365	600	4965	0.879154078549849	3837.507552870091
311	InterPro	0.0	0.4	0.6	4365	600	4965	0.879154078549849	3837.507552870091
312	InterPro	0.0	0.4	0.7	4365	600	4965	0.879154078549849	3837.507552870091
313	InterPro	0.0	0.4	0.8	4365	600	4965	0.879154078549849	3837.507552870091
